id,timestamp,modo_operacion,operador,temperatura,presion,sensor_ruido,sensor_3,fallo
15000,2021-04-24 03:00:00,mantenimiento,nan,20.42894125649622,58.47449734936313,0.34940033745521654,18.301298935457073,0
15001,2020-09-26 19:00:00,mantenimiento,E,1.3329313231613134,84.78418366813189,-2.252684235810833,7.295245470214915,0
15002,2021-07-02 15:00:00,auto,D,17.50157911314826,65.05768172871457,0.35985269644610796,34.271304761142744,0
15003,2020-02-05 22:00:00,auto,nan,8.118801127570281,70.12761546758037,0.4891662343346764,-3.748937710647544,0
15004,2020-09-05 18:00:00,manual,nan,-0.35312228463789164,90.73809045195298,-1.5058663825723473,10.15763731983956,0
15005,2020-10-06 10:00:00,mantenimiento,C,17.94415335818177,78.19839378374999,-0.8662314772600355,20.979332080968618,1
15006,2020-05-05 17:00:00,auto,B,11.96420013462788,68.01316960903429,0.35586948496209003,-0.9440789853750804,0
15007,2020-06-06 13:00:00,auto,nan,14.575018567670064,78.50867652303927,-0.915420132795028,10.4649755725766,0
15008,2020-06-11 10:00:00,auto,E,19.48659959701223,75.61098185900154,-0.7066507855777255,14.959026795863421,1
15009,2020-04-03 18:00:00,auto,nan,11.842998872054626,66.49098297369748,-1.335114308956601,20.369411110578092,0
15010,2020-01-23 14:00:00,auto,F,-0.5175269825506792,103.86508796029116,-0.49793225757575477,0.868487821950501,1
15011,2020-06-30 07:00:00,manual,C,19.15922707415283,74.92719996357151,1.422257048540083,2.2558301679131745,1
15012,2021-06-17 15:00:00,auto,D,12.005606758523246,75.75543389692568,-0.5527716775122308,9.541778713082634,0
15013,2020-10-03 07:00:00,auto,D,17.913684726551853,74.54857721248243,-0.7835494162037179,25.10755772784363,0
15014,2020-10-06 09:00:00,manual,nan,21.11371467850976,72.35946460638547,0.983532150036952,14.66549179512484,1
15015,2020-10-17 18:00:00,manual,C,-2.616416420306345,96.03827924716654,1.6608613086477424,11.716043473964644,1
15016,2020-11-04 07:00:00,auto,D,24.946649644793894,62.154315626525815,0.41199718122301365,18.795238981990025,0
15017,2021-04-08 07:00:00,auto,E,31.821564299369715,48.800558497046936,-0.4954417572329416,33.80301188013357,0
15018,2021-06-11 17:00:00,auto,F,4.357563918994941,83.39385554355313,0.4041506017703658,8.19270124197132,1
15019,2020-08-09 00:00:00,auto,B,14.51609458620522,,2.0737999660814053,39.45109238984391,0
15020,2020-04-06 08:00:00,auto,F,35.32687671222133,43.41616501989641,-0.17057945642842634,32.88343307523599,0
15021,2020-10-20 08:00:00,manual,E,9.50363019184958,93.2635620311775,-0.1686052897178765,2.6577140626162707,1
15022,2020-03-19 17:00:00,mantenimiento,C,10.685532445768175,69.93245567449331,1.415820583332995,12.768757882913318,0
15023,2021-01-09 15:00:00,auto,E,12.369308843838684,75.33253557524934,-0.40146679416518743,1.65788577810115,0
15024,2020-01-08 01:00:00,manual,B,16.88485105896984,60.39717938060537,0.054152990792385926,28.482859126305634,0
15025,2020-03-15 19:00:00,auto,F,6.488056043956363,75.34337651971302,0.5048581819729395,-5.365279016179161,0
15026,2020-06-14 15:00:00,mantenimiento,F,3.1664453692554773,94.7091923660258,0.8558336528221614,0.6863324341886083,0
15027,2020-10-11 04:00:00,auto,nan,18.808475978436487,66.86590150663108,-0.47225668799109644,20.315782844249586,0
15028,2020-11-22 02:00:00,mantenimiento,D,10.153081831263027,74.68969458745671,-0.39974918758267936,15.84829262840099,0
15029,2021-05-07 01:00:00,auto,B,25.419087770612272,42.373330713396086,-0.8703404572142832,28.426514823469788,0
15030,2020-02-13 07:00:00,auto,D,33.142676634588966,46.252442032834175,-0.9495738715741313,37.69576445522492,0
15031,2020-04-28 16:00:00,manual,B,7.46344372866352,80.36549562003857,-1.0584936995842171,7.929379448867868,1
15032,2020-05-20 11:00:00,manual,E,20.880524526993614,68.17886642600902,-0.7845943179208912,22.778276277913285,1
15033,2021-01-02 21:00:00,auto,E,12.839952944323484,59.35775196559284,0.891583963205568,9.060026733779363,0
15034,2021-03-07 05:00:00,auto,nan,34.54648290488101,38.11034964106398,0.693272552796001,56.83878226760431,0
15035,2021-01-01 13:00:00,auto,E,13.445642047196198,78.3173949858887,1.2988811578445039,7.9818419112625385,1
15036,2020-02-01 20:00:00,auto,E,3.138778035821849,79.30001286673813,0.2164367988699434,-11.519176585070124,0
15037,2020-03-07 09:00:00,auto,F,27.153976983084167,60.643032305508484,-0.3269433263386272,34.81397837947805,0
15038,2021-08-16 00:00:00,auto,E,13.107808448480563,,-0.8857690152631814,21.355816987222063,0
15039,2020-09-01 16:00:00,manual,F,4.594044524678054,86.93897953486655,-0.5598902399509065,-5.40972517245914,1
15040,2021-02-18 04:00:00,mantenimiento,F,19.50475604732752,65.46761964893852,-1.5346613780862604,41.77258370720565,0
15041,2020-08-03 09:00:00,manual,F,10.396827991395215,91.81768849707011,-0.3929607894823206,5.726363359016921,1
15042,2021-03-30 13:00:00,auto,E,17.49236422283204,72.60552491055631,-0.7691839139339515,17.808784174297845,1
15043,2020-06-20 18:00:00,manual,B,7.297000507350135,74.23980748521325,-0.14635009184593079,-3.5533733613137555,0
